리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,사용자_익명ID,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
117922,2026-08-01 13:30,2026-07-22 20:50,2026-07-24 16:09,집에 안마기 많아서 부피 있는 건 더 들일 수 없었는데 슬리퍼 형이라 넘 좋아요,,,924,발편한케어 프리미엄 EMS 발 마사지기,89000,"사이즈&세트선택: M (220-270mm), 수량선택: 발편한케어 1개",기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117923,2026-08-01 14:39,2026-06-20 15:45,2026-06-23 18:40,"발은 신원하며 은근 콰감이 있어요
베게는 공기가 터질까봐 은근 신경쓰여서 목에 힘을 주게되네요 나름 만족입니다만 베게가 완전 편하진 않아요",,,1001,[슬룸] 구독자 전용 ★초특가★ 비밀링크,84900,수량선택: ★SET★ 발편한케어 L 1개 + 목 마사지 베개 V2 1개 + 마그네슘 시너지 크림 100원 + (증정)중형 파우치,기존리뷰,4,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117924,2026-08-01 15:32,2026-07-01 14:44,2026-07-02 18:35,생각했던거보다 좋아서 계속 사용중입니다 마사시 기능 열 기능 다좋아요,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,3,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117925,2026-08-01 16:08,2026-06-27 23:03,2026-06-30 13:43,"아이가 야구를 해서 팔을 많이 쓰는데
훈련있는날 해주고 있습니다",,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 팔꿈치 마사지기 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117926,2026-08-01 16:24,2026-07-26 21:11,2026-07-28 21:06,못마사지도 되고 찜질도 되서 넘 좋아요,,,909,목 마사지 베개 V2 경추 마사지기 베개,129000,수량선택: 목 마사지 베개 V2 1개 (마그네슘 시너지 크림 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117927,2026-08-01 16:29,2026-07-28 10:33,2026-07-29 16:13,테니스엘보 때문에 주문했는데ㅎ 시원하고 좋습니다ㅎ,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,2,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117928,2026-08-01 18:35,2026-07-07 21:14,2026-07-09 16:15,목디스크가 심한데 목을 풀어주니 좋아요,,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117929,2026-08-01 19:01,2026-07-26 19:07,2026-07-28 10:47,작동에 힘이 있어요,,,1043,[슬룸 4차 진행!] 코이티비 구독자 전용 ★최저가★ 비밀링크,99000,수량선택: 목 마사지 베개 V2 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117930,2026-08-01 19:44,2026-07-28 16:20,2026-07-30 16:12,몇번 안썻는데 올이 나갔네요 박스 다 버려서 그냥 씁니다,,,1033,[신금동x슬룸] 최저가 마켓 OPEN,79000,수량선택: ★최저가★ 경추 마사지 베개 V2 1개 + (증정) 마그네슘 크림 1개,기존리뷰,3,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?page=1#13709226_notice 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
117931,2026-08-01 20:52,2026-07-13 20:55,2026-07-15 13:38,잘 쓰고 있습니다.,,,909,목 마사지 베개 V2 경추 마사지기 베개,129000,수량선택: 목 마사지 베개 V2 2개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117932,2026-08-01 20:56,2026-06-08 14:41,2026-06-10 17:20,"충전연결부분이 안에서 뜯어져서 충전도안되고 몇번 사용안한거같은데 벌써 고장이네요
As접수 어떻게 하는건지 회신바랍니다",,,909,목 마사지 베개 V2 경추 마사지기 베개,129000,수량선택: 목 마사지 베개 V2 1개 (허리베개 1개 증정),기존리뷰,1,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다. 😥

리뷰로는 상세한 안내가 어려워, 자세한 내용 알림톡(문자) 발송 도와드렸으니 확인 부탁드리겠습니다.
추가로 궁금하신 점이 있으시거나 문자 확인하신 후에도 해결되지 않는 경우
번거로우시겠지만 슬룸 채팅 상담을 통해 연락 주시면 빠르게 안내 도와드리겠습니다.

▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
117933,2026-08-01 21:23,2026-07-24 13:31,2026-07-25 16:11,빠른배송감사합니다 ~~,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
117934,2026-08-01 22:35,2026-07-13 23:13,2026-07-15 16:20,찌릿찌릿한게 좋아요,,,874,발편한케어 프리미엄 고주파 발 마사지기,99000,"사이즈&세트선택: M (220-270mm), 수량선택: 발편한케어 1개 (마그네슘 시너지 크림 1개 증정)",기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117935,2026-08-01 22:46,2026-07-28 10:45,2026-07-29 16:13,Ems 는 처음이라 좀더 사용해봐야겟지만은 일단 물리치료느낌은 온전히 받을수 있네요 고장만 일찍 안나면 좋을듯,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 팔꿈치 마사지기 1개,기존리뷰,3,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117936,2026-08-01 23:09,2026-07-23 19:38,2026-07-26 23:33,어머니 선물해드렸더니 좋아하네요,,,909,목 마사지 베개 V2 경추 마사지기 베개,129000,수량선택: 목 마사지 베개 V2 1개 (마그네슘 시너지 크림 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117937,2026-08-02 8:27,2026-06-26 13:14,2026-06-27 13:37,"작동도 너무 잘되고 엘보도 많이 편해젔는데 한나 마음에 안드는것은 찍찍 이가 약해요 하는 도중에 찍찍이 풀리는 경우도 있습니다.
아무튼 너무 잘사용 하고 있습니다.",,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 데일리 릴렉스 세트 (팔꿈치 마사지기 + 마그네슘 시너지 크림),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다. 😥

해당 부분에 대해서는 현재 슬룸 내부적으로 인지하고 있는 부분이며, 현재 개선하기 위해 노력하고 있습니다.
곧 좋은 소식으로 고객님들에게 더 나은 제품을 제공할 수 있도록 하겠습니다.

추가로 궁금하신 점이 있으시거나 문자 확인하신 후에도 해결되지 않는 경우
번거로우시겠지만 슬룸 채팅 상담을 통해 연락 주시면 빠르게 안내 도와드리겠습니다.

▶ 슬룸 채팅 상담 (※ 월-목 09:30-17:00, 금 09:30-16:00, 주말 및 공휴일 휴무)
http://sloom.channel.io/

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다. 감사합니다."
117938,2026-08-02 9:18,2026-07-24 17:30,2026-07-30 10:37,부모님이 잘 쓰고 계십니다,,,1043,[슬룸 4차 진행!] 코이티비 구독자 전용 ★최저가★ 비밀링크,99000,수량선택: ★코이티비SET★목 마사지 베개 V2 1개 + 종아리편한케어 1개 +(증정)마그네슘 시너지 크림 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117939,2026-08-02 11:28,2026-06-18 14:51,2026-06-20 18:36,좋아여 아부 이즈 좋아여-!,,,636,허리편한케어 V2 허리 마사지기,129000,수량선택: 허리편한케어 V2 1개 (허리베개 1개 증정),기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117940,2026-08-02 12:32,2026-07-29 13:18,2026-07-30 18:36,하고나면 시원해요.,,,1043,[슬룸 4차 진행!] 코이티비 구독자 전용 ★최저가★ 비밀링크,99000,수량선택: ★코이티비SET★목 마사지 베개 V2 1개 + 종아리편한케어 1개 +(증정)마그네슘 시너지 크림 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117941,2026-08-02 13:01,2026-07-20 23:08,2026-07-22 18:39,사용중입니다 조금더사용해봐야 알거같아오,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 팔꿈치 마사지기 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
117942,2026-08-02 14:09,2026-07-11 11:27,2026-07-14 21:12,"시원한지도모르겠고 젤바르고사용하면 끈끈해서 샤워해야하는불편함때문에 사용이꺼려짐 받고한번사용후 방치
반품하고싶네요",,,1008,★최대할인 비밀링크★ 바디 풀고컷 경락 마사지기,89900,수량선택: 바디 풀고컷 1개 (트리플 샷 시너지 젤 1개 증정),기존리뷰,1,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?page=1#13709226_notice 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
117943,2026-08-02 18:54,2026-05-15 7:16,2026-05-16 14:40,"허리통증이 좋아졌어요
근데 소음이 좀...",,,636,허리편한케어 V2 허리 마사지기,129000,수량선택: 허리편한케어 V2 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117944,2026-08-02 20:24,2026-07-22 7:27,2026-07-23 13:47,이거 엄마가 쓰시고 목이 안아프다고 너무 좋아하셨어요,,,1033,[신금동x슬룸] 최저가 마켓 OPEN,79000,수량선택: ★100개한정★ 경추 마사지 베개 V1 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117945,2026-08-02 21:49,2026-07-19 21:14,2026-07-21 16:16,마사지가 편하도 좋아요,,,1033,[신금동x슬룸] 최저가 마켓 OPEN,79000,수량선택: ★최저가★ 경추 마사지 베개 V2 1개 + (증정) 마그네슘 크림 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117946,2026-08-02 22:56,2026-07-28 10:43,2026-07-29 13:38,"거북목이어서 구입했네요
좋아요~~효과 있는듯",,,724,★최대할인 비밀링크★ 목베개 플러스 특가,69000,수량선택: 목베개 플러스 1개,기존리뷰,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117947,2026-08-03 0:22,2026-07-01 9:45,2026-07-02 18:35,엘보케어 마사지기 골프엘보에 효과적입니다,,,980,프리미엄 엘보케어 팔꿈치 마사지기,149000,수량선택: 팔꿈치 마사지기 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
117948,2026-08-03 1:08,2026-07-20 16:18,2026-07-22 18:39,저련하겍구매해서주국구구ㅜㅅ배공빨라용~~ 혀과는 아예 머르겟스숨 ㅠ,,,1035,[애진X슬룸] ★단독 최대혜택★ 바디풀고컷 경락 마사지기,79900,수량선택: [68%] 바디풀고컷 1개 + 시너지 젤 2개 증정,기존리뷰,3,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?page=1#13709226_notice 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
117949,2026-08-03 1:16,2026-07-27 15:46,2026-07-29 18:35,너무좋음 만족도 100입니다,,,724,★최대할인 비밀링크★ 목베개 플러스 특가,69000,수량선택: 목베개 플러스 1개,기존리뷰,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
